Word,Contains Multiple?,Vowels,Green Score,Yellow Score
balus,False,2,7966,401
order,True,2,2323,2265
jibba,True,2,1582,1255
cocoa,True,3,3013,1767
hauds,False,2,6210,1625
exuls,False,2,3950,1797
spuer,False,2,2323,3127
frena,False,2,595,3287
karos,False,2,7407,1071
these,True,2,544,3731
skier,False,2,2323,3375
sclim,False,1,848,2798
jaggy,True,1,3759,784
coost,True,2,3013,2230
kulfi,False,2,2033,888
rhomb,False,1,544,2078
rejon,False,2,0,3526
jupon,False,2,1387,1589
awarn,True,2,0,3380
bowie,False,3,3001,2670
spets,True,1,4847,2670
pipet,True,2,4560,1089
debug,False,2,0,3185
folie,False,3,3536,2399
moyle,False,2,2786,2503
rauns,False,2,6210,2080
sooms,True,2,6043,2951
carpi,False,2,4377,698
proas,False,2,4807,3002
siren,False,2,4900,2090
shyly,True,0,1841,2544
doers,False,2,6043,2279
walks,False,1,7969,0
doric,False,2,3290,1688
smees,True,2,6273,2630
skeed,True,2,3145,2537
ricin,True,2,1380,2430
lassu,True,2,2260,1688
aboma,True,3,0,2887
qaids,False,2,6288,1518
asper,False,2,2323,1865
scull,True,1,0,3648
glost,False,1,637,2927
chord,False,1,2286,1705
brant,False,1,908,3687
kefir,False,2,0,3732
topic,False,2,2093,2185
gibel,False,2,4340,809
nimps,False,1,5330,1253
zigan,False,2,1380,2070
twirp,False,1,0,2888
lazes,False,2,8675,575
pawls,False,1,7067,1042
wells,True,1,5209,2397
coned,False,2,7120,0
wembs,False,1,4361,2378
frats,False,1,5442,2175
genom,False,2,1599,2504
quota,False,3,2160,1668
brunt,False,1,908,3118
spout,False,2,0,3904
tache,False,2,2260,2961
trunk,False,1,0,3464
wifed,False,2,4936,178
acini,True,3,0,3025
coast,False,2,3013,2476
manta,True,2,4812,679
coopt,True,2,3013,2133
tabid,False,2,3082,2029
dauds,True,2,6210,1818
crank,False,1,920,3218
untie,False,3,0,3548
nasal,True,2,2260,2404
shine,False,2,544,4912
sauls,True,2,6210,2997
yeuky,True,2,1797,2473
sturt,True,1,0,3907
odder,True,2,2323,1409
gucks,False,1,6272,392
lungs,False,1,6097,997
dight,False,1,1380,2004
rawer,True,2,4583,1572
rykes,False,1,6273,1163
limns,False,1,5330,1871
stoit,True,2,0,4394
crumb,False,1,920,2067
dewed,True,2,3145,2578
moldy,False,1,4931,471
kreep,True,2,2323,2344
frith,False,1,1492,2354
opsin,False,2,0,2431
bools,True,2,6951,1760
kempy,False,1,1297,2929
kohas,False,2,6043,1568
slurp,False,1,0,3786
nudie,False,3,1185,3114
ephas,False,2,3950,1724
email,False,3,0,3081
skosh,True,1,0,3526
tolly,True,1,4238,1586
speks,True,1,4450,2670
patio,False,3,3117,1883
congo,True,2,3975,810
kanes,False,2,9495,375
swile,False,2,0,5060
kneed,True,2,3145,1602
merge,True,2,1890,3567
ycled,False,1,3993,357
hewgh,True,1,0,3174
loyal,True,2,2093,2336
stens,True,1,3950,3467
blent,False,1,908,3091
alapa,True,3,0,3765
gulag,True,2,2670,1216
medle,True,2,693,4306
nagor,False,2,2260,2056
lulls,True,1,5983,1346
sawah,True,2,2260,3271
spier,False,2,2323,3508
poufs,False,2,6900,899
lunch,False,1,2147,1348
stupe,False,2,0,4402
sewen,True,2,2323,3987
shend,False,1,1366,3228
dirls,False,1,6527,1452
trows,False,1,3950,2872
iched,False,2,3145,461
hello,True,2,848,3273
leery,True,2,1297,3799
lowse,False,2,2093,2880
boron,True,2,4198,1226
aunts,False,2,6994,736
trash,False,1,0,3872
naiks,False,2,6710,1372
crows,False,1,4870,2057
poult,False,2,2950,2163
emove,True,3,0,3154
inorb,False,2,0,2274
local,True,2,2093,2515
rorid,True,2,4112,1508
pumie,False,3,2042,2909
gloom,True,2,637,2564
bolus,False,2,7799,401
fogie,False,3,2688,2761
peach,False,2,857,3634
erick,False,2,0,2953
guppy,True,1,3119,781
lurgy,False,1,3679,997
popes,True,2,9223,363
veges,True,2,6515,1988
taken,False,2,4583,1613
redye,True,2,0,4271
spred,False,1,4342,1788
sugar,False,2,1185,3668
reird,True,2,822,4017
chubs,False,1,5414,908
grail,False,2,637,3530
paler,False,2,6288,673
ydred,True,1,4342,265
stoas,True,2,3950,3861
exile,True,3,0,3697
child,False,1,2286,1818
yaars,True,2,6210,2132
snide,False,2,0,4942
snips,True,1,3950,3370
album,False,2,0,2350
rebit,False,2,0,4194
mochs,False,1,6736,627
looby,True,2,3390,1806
raphe,False,2,2260,2745
tawny,False,1,3557,1872
pioys,False,2,6187,1097
makar,True,2,2953,2014
cowan,False,2,3013,1874
slipt,False,1,0,4448
tyros,False,1,5147,1778
saith,False,2,3157,2974
caved,False,2,6325,240
colts,False,1,8708,0
unrip,False,2,1197,1561
pases,True,2,9390,531
saran,True,2,3457,3163
tykes,False,1,6273,1350
allod,True,2,1670,2129
ovals,False,2,3950,2320
festa,False,2,1492,2836
puers,False,2,5992,1598
pight,False,1,2237,1323
treif,False,2,0,3599
cocky,True,1,4810,392
feeds,True,2,4545,2979
blads,False,1,4858,2403
gouks,False,2,7180,666
brail,False,2,908,3530
skald,False,1,822,3661
feted,True,2,3740,2241
realo,False,3,0,4648
allot,True,2,848,2855
delph,False,1,848,3092
oumas,False,3,5135,1845
sklim,False,1,848,2717
shlep,False,1,3715,1707
angle,False,2,0,3733
silts,True,1,7075,1560
stand,False,1,822,3820
jibed,False,2,4727,334
frows,False,1,4545,2057
tayra,True,2,2260,2423
sculp,False,1,0,3320
dicht,False,1,1380,2034
spags,True,1,3950,3445
pebas,False,2,4807,3033
nurse,False,2,2382,2359
prows,False,1,4807,2057
hubby,True,1,2482,1064
togas,False,2,6043,2250
helot,False,2,848,3536
hangs,False,1,7172,910
neele,True,3,0,5123
pools,True,2,6900,1760
bidis,True,2,6238,1270
hoers,False,2,6043,2086
abuts,False,2,4847,1483
serif,False,2,1197,4148
scuba,False,2,0,3323
copsy,False,1,4310,878
lumme,True,2,1185,3006
numbs,False,1,5135,1077
yogic,False,2,2093,1550
sober,False,2,4416,2567
biped,False,2,5433,363
lawks,False,1,6710,846
mixen,False,2,4529,530
yurts,False,1,7229,181
hokey,False,2,5713,756
stied,False,2,3145,2846
gowan,False,2,2730,1874
chary,False,1,2761,1951
pendu,False,2,1819,2164
rojak,False,2,2093,2004
punga,False,2,3004,1101
soree,True,3,5613,3079
hoods,True,2,6043,1948
sefer,True,2,2323,4037
mabes,False,2,9226,334
plume,False,2,857,3284
dowel,False,2,4416,1427
shrug,False,1,1741,2104
oucht,False,2,1185,1615
vista,False,2,2519,1210
fatwa,True,2,2855,1422
diode,True,3,1380,3660
kents,False,1,5809,2001
swoun,False,2,0,3643
barps,False,1,8315,418
obiit,True,3,0,2996
hosta,False,2,2990,1698
kanga,True,2,3222,1476
sophy,False,1,3390,2158
quich,False,2,1263,1820
bravi,False,2,908,2610
skied,False,2,3145,2702
spaza,True,2,0,3828
faurd,False,2,3677,1382
karts,False,1,8304,375
waide,False,3,2671,3037
coper,False,2,5336,1036
broke,False,2,1408,3448
gayer,False,2,5220,886
pieta,False,3,3134,1561
pengo,False,2,1819,2436
lokes,False,2,8366,843
amole,False,3,0,4203
cruet,False,2,3243,2332
busty,False,1,4287,531
rewon,False,2,0,3751
jorum,False,2,3492,583
shave,False,2,544,4469
maths,False,1,6903,850
jotas,False,2,6245,1688
sifts,True,1,6227,1738
kophs,False,1,6043,973
nisus,True,2,5330,1257
pucer,False,2,4365,1065
sekos,True,2,3950,4150
nadas,True,2,6210,1788
punky,False,1,4801,0
ameba,True,3,0,2727
lupin,False,2,1185,2348
iambs,False,2,6210,917
revel,True,2,2323,2969
wiles,False,2,8912,0
vairy,False,2,3799,1763
tesla,False,2,0,4422
ouped,False,3,4330,625
skite,False,2,897,4221
teads,False,2,3950,4147
cusec,True,2,4428,658
citer,False,2,4623,1288
ratel,False,2,4583,1718
gleam,False,2,637,2834
lends,False,1,4912,2672
hater,False,2,4583,1776
saims,True,2,6210,3009
strig,False,1,1197,2822
kalpa,True,2,3108,1472
foamy,False,2,3985,1637
drats,False,1,4847,2856
dowse,False,2,2093,2986
atimy,False,2,1297,2424
opepe,True,3,0,3309
basho,False,2,3168,1154
bield,False,2,3110,1653
hasty,False,1,4454,1019
rheas,False,2,4494,2583
filer,False,2,5146,673
moors,True,2,6736,1705
skirl,False,1,0,3893
slogs,True,1,3950,3668
sayed,False,2,5405,1773
hoord,True,2,2915,2193
thaim,False,2,544,3112
hetes,True,2,6273,2729
roast,False,2,2093,3104
hitch,True,1,1380,1876
roins,False,2,6043,2461
jhala,True,2,746,2685
levee,True,3,2323,3960
woven,False,2,4827,770
cites,False,2,8573,615
yacht,False,1,2260,1534
maile,False,3,2953,3337
ancon,True,2,0,2699
divvy,True,1,2677,1076
romal,False,2,2093,2686
gapos,False,2,6847,1059
bedim,False,2,908,3078
roded,True,2,5238,1018
wagga,True,2,2671,1463
banda,True,2,4130,1150
swear,False,2,0,4351
linny,True,1,3639,1361
welkt,False,1,1759,2352
nixes,False,2,7786,325
yangs,False,1,7172,603
slorm,False,1,0,4144
splat,False,1,848,3587
skelp,False,1,0,3455
perdy,False,1,3351,2097
comby,False,1,4310,752
spike,False,2,500,4354
ender,True,2,2323,1711
sapid,False,2,3082,2803
muhly,False,1,3175,891
agger,True,2,2323,1846
arose,False,3,0,4699
chops,False,1,5414,1407
mitis,True,2,6023,1495
gompa,False,2,2730,1607
skids,True,1,3950,3173
nines,True,2,8615,325
leges,True,2,6273,2563
baric,False,2,4365,1007
psora,False,2,857,2477
bayer,False,2,5491,886
disas,True,2,5330,2285
bribe,True,2,908,3748
bower,False,2,5324,944
tawse,False,2,2260,3120
pyxed,False,1,4135,267
coven,False,2,5336,770
purin,False,2,3239,1410
sokol,True,2,2093,2999
tuffs,True,1,5135,1226
ileus,False,3,3950,2145
grebo,False,2,637,2452
seeps,True,2,3950,4486
spicy,False,1,1297,3241
ninon,True,2,2342,1551
floes,False,2,6868,1686
mozes,False,2,9201,0
chant,False,1,1464,2747
tasso,True,2,2260,2249
dauts,False,2,7107,1347
wenge,True,2,1373,3567
cabal,True,2,3180,1882
mammy,True,1,4250,912
yuppy,True,1,2482,962
ginny,True,1,4276,786
karma,True,2,3457,1456
softs,True,1,6940,1738
yirrs,True,1,6527,897
morse,False,2,3983,2034
newsy,False,1,1297,2737
renga,False,2,962,3355
grues,False,2,6910,1606
alang,True,2,0,3597
ahold,False,2,1366,2496
chaos,False,2,5414,1931
pyned,False,1,4964,267
gemmy,True,1,1934,2538
solid,False,2,3763,2440
conus,False,2,7925,401
dryas,False,1,3950,2907
burks,False,1,7740,0
thraw,False,1,1741,1952
cotta,True,2,3910,1294
rurus,True,2,6332,1029
octan,False,2,0,2656
resee,True,3,2323,4304
poncy,False,1,5209,406
balls,True,1,7966,771
sybil,False,1,0,3516
vesta,False,2,1139,2836
wonts,False,1,8313,0
kilty,False,1,4422,375
reedy,True,2,1297,3607
charr,True,1,1464,2624
upled,False,2,3993,417
aidos,False,3,5330,1822
epoxy,False,2,1297,1532
surra,True,2,2382,2955
soils,True,2,6043,3378
barfi,False,2,4365,513
guyse,False,2,1822,2247
aryls,False,1,3950,2660
convo,True,2,3975,543
nepit,False,2,0,3920
lakes,False,2,8533,843
maize,False,3,2953,2692
neper,True,2,2323,2987
zooty,True,2,4287,1094
voted,False,2,5480,615
murti,False,2,3972,280
izzat,True,2,142,1993
glaur,False,2,637,3006
bohos,True,2,6951,816
pelas,False,2,5655,2699
lomes,False,2,8366,1085
jambs,False,1,6412,752
semes,True,2,6273,3696
donne,True,2,3055,2986
middy,True,1,3370,861
barge,False,2,4365,1941
jazzy,True,1,3901,126
moose,True,3,2786,3023
sicks,True,1,5830,1952
loggy,True,1,3390,1359
xylan,False,1,848,1886
noons,True,2,6043,2100
judge,False,2,1387,2331
toaze,False,3,2093,3695
roids,False,2,6043,2146
doeth,False,2,2990,1930
palla,True,2,3965,1450
luvvy,True,1,2482,970
farer,True,2,6375,673
treyf,False,1,0,2827
oculi,False,3,0,2155
shuts,True,1,5391,2226
ureal,False,3,0,3559
yummy,True,1,2482,1093
octas,False,2,3950,2126
cased,False,2,6325,531
slump,False,1,0,3472
argle,False,2,0,4328
bigos,False,2,6238,1058
janns,True,1,7374,786
gnaws,False,1,4587,1708
scags,True,1,3950,3393
pouks,False,2,7400,666
plaps,True,1,4807,2350
vrils,False,1,4192,2758
swash,True,1,0,3840
cline,False,2,920,4049
fuffy,True,1,3077,411
viffs,True,1,5572,411
neeps,True,2,3950,3251
birls,False,1,7435,771
quoll,True,2,1263,2235
duped,True,2,4330,1044
barde,False,2,4365,1990
porty,False,1,6341,0
byway,True,1,2205,1611
siree,True,3,4900,3079
stria,False,2,1197,3358
hushy,True,1,2482,1254
ingot,False,2,0,2294
genre,True,2,1599,3861
kists,True,1,6227,906
deens,True,2,3950,3975
begin,False,2,908,3398
mooli,True,3,2786,2040
retox,False,2,0,3635
noway,False,2,3390,1669
camos,False,2,7130,1206
alary,True,2,1297,3384
tommy,True,1,3390,1727
ulnar,False,2,962,2632
fetwa,False,2,595,3048
oshac,False,2,0,1675
tower,False,2,4416,1759
elute,True,3,897,3185
brool,True,2,908,3100
thoft,True,1,544,2763
beset,True,2,3231,2883
rebuy,False,2,1297,2989
slays,True,1,3950,3600
amble,False,2,0,3548
blady,False,1,2205,2403
fetor,False,2,595,3610
pimas,False,2,6187,1583
coits,False,2,7860,1047
daggy,True,1,3557,1465
crore,True,2,920,4164
metho,False,2,693,2864
noyes,False,2,8366,538
eejit,True,3,0,3581
luter,False,2,3508,1863
beare,True,3,908,5096
nills,True,1,6178,1096
relet,True,2,3171,2980
delve,True,2,848,3981
spunk,False,1,0,3497
eying,False,2,0,2546
curio,False,3,3302,1268
kolas,False,2,6891,1448
wiver,False,2,4114,913
apiol,False,3,0,3182
meals,False,2,4643,3632
malls,True,1,7751,771
zooms,True,2,6043,1496
kades,False,2,8533,765
psych,False,0,857,1079
harks,False,1,7907,488
soars,True,2,6043,3511
juice,False,3,1387,2972
fremd,False,1,1417,2224
joule,False,3,2295,2956
laund,False,2,3082,2027
ovine,False,3,0,3666
aggry,True,1,1297,1889
zitis,True,2,5330,1600
spite,False,2,897,4354
guimp,False,2,1822,1596
powan,False,2,2950,1874
knops,False,1,3950,2127
spade,False,2,0,5013
bully,True,1,4238,771
muser,False,2,4201,1204
taboo,True,3,2260,2233
tress,True,1,3950,3152
fatso,False,2,2855,1518
thine,False,2,544,4167
cardy,False,1,5674,471
dorad,True,2,4112,1754
lepra,False,2,0,3959
ulcer,False,2,2323,1951
lamer,False,2,4583,1758
huzzy,True,1,2624,614
yucca,True,2,1185,1658
cital,False,2,2300,2163
aloes,False,3,6273,2422
dowdy,True,1,3390,1423
acned,False,2,4107,912
danks,False,1,7672,681
villi,True,2,2470,1051
crams,False,1,4870,2577
appel,True,2,2323,1802
heart,False,2,0,4791
lakhs,False,1,6210,1078
talls,True,1,7058,1586
clans,False,1,4870,2718
squat,False,2,0,4040
yowed,False,2,5238,452
synth,False,0,1859,2194
grebe,True,2,637,3583
telos,False,2,4798,3137
annal,True,2,962,2629
props,True,1,4807,2347
hilar,False,2,2228,2234
metre,True,2,693,4476
arled,False,2,3993,1676
shorn,False,1,544,3795
aarti,True,3,4354,1016
swamy,False,1,1297,3360
crias,False,2,4870,3060
float,False,2,595,3485
flesh,False,1,595,2461
tinty,True,1,4536,815
dedal,True,2,0,4245
above,False,3,0,3480
sonse,True,2,3055,3594
minar,False,2,3035,1746
tanna,True,2,3222,2280
tikes,False,2,7653,1083
salts,True,1,7955,1560
madid,True,2,3775,1270
poupt,True,2,2950,1810
lager,False,2,4583,1610
maced,False,2,6098,392
guilt,False,2,1822,2544
reccy,True,1,1297,3052
sever,True,2,2323,4099
hoove,True,3,2093,3151
scyes,True,1,6273,1949
kafir,False,2,2260,2106
tangy,False,1,4519,1237
hillo,True,2,2228,1647
scant,False,1,0,4483
comal,False,2,3013,2058
simul,False,2,1380,2946
liner,False,2,4665,1248
stele,True,2,0,4971
borax,False,2,4198,1143
azygy,True,1,1297,1400
mises,True,2,8346,531
tiges,False,2,7653,1177
roary,True,2,3390,2579
spiky,False,1,1797,2835
lived,False,2,4525,815
waxed,False,2,5949,0
duded,True,2,4330,1071
brers,True,1,4858,2538
cowps,False,1,6963,689
grips,False,1,4587,2405
roons,True,2,6043,2403
pilar,False,2,3085,1746
poser,False,2,5273,1204
cesta,False,2,1817,2836
thill,True,1,544,3108
huhus,True,2,5135,1009
waxer,False,2,5127,673
testy,True,1,2194,2972
phage,False,2,1401,3176
loins,False,2,6043,2408
grama,True,2,637,3256
flexo,False,2,595,1979
pound,False,2,3772,1452
dobes,False,2,8366,1015
kaput,False,2,2260,1865
ratal,True,2,2260,2791
cacks,True,1,7630,392
upjet,False,2,2323,1189
henry,False,1,2259,2830
javel,False,2,4785,715
resus,True,2,3950,3186
weepy,True,2,1708,2926
fussy,True,1,3077,1046
onely,False,2,1297,2260
mirin,True,2,3270,1410
gests,True,1,5484,2157
shura,False,2,544,3621
akene,True,3,0,4018
bohea,False,3,5324,799
haler,False,2,5431,1161
wames,False,2,8944,510
grufe,False,2,637,3358
amiga,True,3,0,3072
kaama,True,3,2260,2691
synch,False,0,962,2600
duked,True,2,4330,949
raser,True,2,4583,1832
shwas,True,1,4494,2904
width,False,1,2688,757
rehem,True,2,2323,2556
eyras,False,2,5147,1643
tates,True,2,8533,1430
preys,False,1,4807,1930
knave,False,2,0,3629
raper,True,2,4583,1664
litho,False,2,1380,1813
solas,True,2,6891,2633
zuzim,True,2,1327,1167
batch,False,1,3168,1388
biggs,True,1,6238,784
smirr,True,1,0,4184
dryad,True,1,822,2907
skeef,True,2,2323,2619
hanky,False,1,5019,488
imply,False,1,1297,1487
sujee,True,3,3508,3125
xylyl,True,0,848,866
cheat,False,2,1464,2681
bords,False,1,8148,471
ilial,True,3,0,3457
bowne,False,2,3001,2576
silos,True,2,6178,2256
samel,False,2,4583,2545
cater,False,2,5503,1288
gleis,False,2,4587,2459
sicko,False,2,1880,2340
primy,False,1,2154,2389
pechs,False,1,4807,2253
tiros,False,2,6527,1511
glams,False,1,4587,2334
becks,False,1,5358,2018
wilis,True,2,6589,880
rowie,False,3,2093,3298
goold,True,2,3552,1760
ligne,False,2,1380,3242
aures,False,3,8655,736
spelk,False,1,0,3698
pepla,True,2,857,3439
fired,False,2,6317,0
devil,False,2,0,3902
goxes,False,2,9136,0
corni,False,2,4210,1066
sicky,False,1,3177,1952
tutus,True,2,5135,1831
pians,False,2,6187,2021
zymes,False,1,6273,882
viold,False,2,2444,1760
staig,False,2,0,4057
roose,True,3,2093,3651
undos,False,2,3950,1620
dolma,False,2,2941,1762
qanat,True,2,3300,1799
moust,False,2,2786,1907
doole,True,3,2093,3960
soger,False,2,4416,2595
agios,False,3,3950,2554
nalla,True,2,3108,1775
garda,True,2,4094,1150
kylie,False,2,848,3041
eking,False,2,0,2374
fairs,False,2,6805,1763
snell,True,1,0,4033
urped,False,2,3145,1492
rumly,False,1,2482,1909
brack,False,1,908,2838
chiel,False,2,3787,1522
valse,False,2,3350,2034
frier,True,2,2918,2660
psalm,False,1,857,2281
flays,False,1,4545,2040
lucks,False,1,5635,967
karri,True,2,3457,1371
mensa,False,2,1655,2820
luxer,False,2,3641,1248
spahi,False,2,0,3538
aurar,True,3,2382,2482
moory,True,2,4083,1705
ensue,True,3,0,3099
cameo,False,3,5503,898
dwams,False,1,3950,2481
cuber,False,2,4428,1007
urbex,False,2,2323,1533
walie,False,3,3519,2399
reggo,True,2,0,3426
ankus,False,2,3950,1750
irids,True,2,3950,2623
ervil,False,2,0,2838
slopy,False,1,1297,3664
greed,True,2,3782,1822
snoop,True,2,0,3737
mugga,True,2,1878,1463
zoeal,False,3,2093,2535
poyse,False,2,2950,2247
ivory,False,2,1297,1922
urena,False,3,0,3476
eruct,False,2,0,3041
trave,False,2,0,4664
ranee,True,3,5545,2147
flubs,False,1,4545,1605
holme,False,2,2941,2409
rhone,False,2,544,3922
jutty,True,1,3581,615
tanky,False,1,5019,815
whirl,False,1,955,2238
limit,True,2,1380,2691
prosy,False,1,2154,2444
joker,False,2,4618,941
sneed,True,2,3145,2787
asset,True,2,2323,2086
czars,False,1,4870,1980
lefts,False,1,4847,2379
ouzel,False,3,3650,737
moats,False,2,7633,1235
nicad,False,2,2202,1790
tawer,False,2,4583,1759
softy,False,1,4287,1738
creme,True,2,920,3743
lemel,True,2,2323,3186
modes,False,2,9059,390
dopas,False,2,6043,2117
sopor,True,2,2093,3292
cleat,False,2,920,3378
lomed,False,2,5238,1085
unica,False,3,0,2666
talks,False,1,7558,815
hutch,True,1,1185,1876
ulnas,False,2,4912,1959
abbed,True,2,3145,1151
azure,False,3,0,3666
excel,True,2,2323,1227
hicks,False,1,5830,880
eloge,True,3,0,3930
onlay,False,2,2145,1680
dobie,False,3,2093,3414
krans,False,1,3950,3336
shiur,False,2,544,3681
idees,True,3,6273,1131
puhas,False,2,5992,1193
oxims,False,2,3950,1768
eched,True,2,3145,599
plims,False,1,4807,2146
terse,True,2,1197,4475
molds,False,1,7584,471
corby,False,1,5507,242
heave,True,3,0,5023
rifts,False,1,6227,806
lucre,False,2,1185,3202
puker,False,2,4365,941
heady,False,2,1297,3820
sabre,False,2,2260,4129
frogs,False,1,4545,2351
cuing,False,2,2105,1976
sabes,True,2,8533,1894
frets,False,1,5442,1822
occam,True,2,0,2085
abohm,False,2,0,2223
tases,True,2,8533,1346
baffs,True,1,7118,411
quais,False,3,5213,2115
black,False,1,908,2595
mumms,True,1,5828,912
gnats,False,1,5484,1580
roost,True,2,2093,2858
lites,False,2,7653,1190
linin,True,2,2342,1985
boars,False,2,6951,1951
sorgo,True,2,3290,2370
hists,True,1,6227,1019
apage,True,3,0,4140
sural,False,2,2382,3108
kobos,True,2,6043,1405
churl,False,1,1464,1857
twill,True,1,0,3271
puzel,False,2,4507,475
tholi,False,2,544,2855
greek,True,2,2960,2079
humpy,False,1,2482,1416
enjoy,False,2,1297,1390
genas,False,2,5549,2699
cotes,False,2,9286,615
cohog,True,2,3013,959
snary,False,1,1297,3856
kavas,True,2,6210,1688
poyou,True,3,2950,976
fairy,False,2,4152,1763
peeve,True,3,857,4182
levas,False,2,3950,3514
colby,False,1,5158,242
qubit,False,2,1263,1940
terfs,False,1,5147,2674
cromb,False,1,920,2390
cogue,False,3,3013,2282
zoppa,True,2,2093,1565
thens,False,1,4494,2483
herds,False,1,5147,2585
hests,True,1,4847,2645
poney,False,2,7532,0
oaths,False,2,6210,1112
oxids,False,2,3950,1837
tirls,False,1,6527,1586
huers,False,2,5135,2086
diddy,True,1,2677,1542
rorie,True,3,3290,3027
radon,False,2,2260,2244
syned,False,1,4107,1827
apeak,True,3,0,3176
smeke,True,2,500,4149
wises,True,2,8064,531
lehrs,False,1,3950,3037
direr,True,2,4900,1354
buffo,True,2,2093,799
laced,False,2,5405,967
peise,True,3,857,4707
hertz,False,1,2094,2146
mitts,True,1,6920,615
zaida,True,3,2260,2302
bloop,True,2,908,2529
kydst,False,0,0,2273
boygs,False,1,6951,635
amies,False,3,6273,1971
zayin,False,2,2260,1728
gifts,False,1,6864,178
rebar,True,2,0,4334
viols,False,2,5572,1760
gluts,False,1,5484,1363
motza,False,2,2786,1420
begar,False,2,908,3734
nomic,False,2,2093,1842
mummy,True,1,3175,912
poofs,True,2,6900,1222
besat,False,2,908,3956
hajes,False,2,8533,534
